description,date,title,name_medio,scope_medio
"Muchos de los focos están en el estado ""guardia de cenizas"", pero se trabaja para evitar reinicios. No habría lluvias hasta la semana que viene.",2020-10-08,"Fuego en Córdoba: los incendios están controlados, pero los bomberos siguen trabajando en ""puntos calientes""",Clarín,Nacional
"El ministro de Ambiente sobrevoló el 24 de septiembre el Valle de Punilla de Córdoba, cuando se registraban enormes incendios.
        El diputado nacional de Juntos por el Cambio, Álvaro de Lamadrid, presentó en la Cámara de Diputados de la Nación un proyecto para interpelar al ministro de Medio Ambiente, Juan Cabandié, a fin de que brinde información precisa sobre los incendios en la provincia de Córdoba.",2020-10-08,Incendios en Córdoba: diputado radical le pide explicaciones a Cabandié,La Voz,Provincial
"La Codebona, que nuclea a organizaciones ligadas a la defensa del bosque nativo, presentó una denuncia en los Tribunales Federales. Esa área es una de las que más quemas reiteradas registró en los últimos años.",2020-10-08,Piden a la Justicia federal que investigue una sucesión de incendios en la reserva militar natural La Calera,La Voz,Provincial
"Los incendios continúan en las provincias de Córdoba, Salta, Tucuman, Jujuy, Catamarca y La Rioja, según informó el Servicio Nacional del Manejo del Fuego en su reporte diario.",2020-10-08,"Persisten ""focos activos"" en seis provincias del norte y centro del país",Télam,Nacional
"¿Cuándo lloverá? Esa pregunta es una de las más repetidas, desde hace semanas, en Córdoba. La obliga la prolongada sequía que padece la provincia, con secuelas sobre ríos, embalses, emprendimientos agropecuarios y, sobre todo, en los desbocados incendios que se vienen sucediendo en la provincia.",2020-10-08,¿Empezará el fin de semana la temporada de lluvias?,La Voz,Provincial
"La mayor planta de etanol del país, ubicada en Villa María, sufrió un incendio la semana pasada.
                        De las tres torres de enfriamiento que dispone, sólo una no fue afectada por el siniestro.
                        Aún no hay fecha sobre cuándo volverá a producir el combustible renovable.",2020-10-08,Calculan en más de un millón de dólares los daños en ACA Bio,La Voz,Provincial
"Ayer finalmente fueron contenidos los dos mayores del año. Pero hubo alertas por nuevos inicios, en diferentes puntos.
                                Cuando parecía que ayer podía ser el día del alivio, tras una sucesión de 18 jornadas consecutivas con incendios extendidos y de alto impacto, nuevos focos de fuego volvieron a encender alertas.",2020-10-08,"Los megaincendios están controlados, pero surgieron nuevos focos",La Voz,Provincial
"Es el Parque Nacional San Cayetano. Las llamas y el humo mataron a cientos de monos, aves y tortugas. ""No paramos de llorar"", dicen los cuidadores.",2020-10-08,"""Murió toda la fauna, la situación es catastrófica"": los incendios arrasaron una reserva natural en Corrientes",Clarín,Nacional
"Los chicos fueron vistos por el piloto de un avión cuando huían en Luyaba. Tres bomberos tuvieron que ser asistidos en la zona de La Paz al ser rodeados por el fuego. Este miércoles hubo cuatro focos activos: Traslasierra, Calamuchita, Alpa Corral y Cruz del Eje.",2020-10-08,Otra jornada de incendios: detienen a 5 adolescentes en Traslasierra,La Voz,Provincial
"El viento y las altas temperaturas complican el trabajo de los brigadistas. En la zona de La Cumbre debieron llevarse a cabo evacuaciones.
                                                                                                            El fuerte calor de este domingo agravó la situación de los distintos focos de incendio que se registran en la Provincia y en los que trabajan 350 bomberos además de personal de Defensa Civil, Plan de Manejo del Fuego y policía que colabora con el corte de de acceso a los distintos lugares donde hay incendios de magnitud.",2020-10-18,"Domingo sin tregua por incendios: focos en La Cumbre, Capilla del Monte, Calamuchita y Luyaba",La Voz,Provincial
Lo decidieron en forma preventiva por la cercanía de las llamas a la zona alta de esa localidad. El fuego llegó de la zona de La Cumbre.,2020-10-18,Por el incendio en La Cumbre evacuaron a 18 personas de Cruz Chica,La Voz,Provincial
"El siniestro que comenzó el miércoles pasado por la caída de un rayo, y que se presumía extinguido por la caída de lluvias esa noche, se reinició el jueves y desde ese momento sigue arrasando monte y pastizales, en condiciones climáticas adversas para el trabajo de los bomberos.",2020-10-18,Continúa el combate de un incendio forestal en Capilla del Monte,Télam,Nacional
"Más de 200 bomberos con la ayuda de cuatro aviones hidrantes encaran las tareas del día para luchar contra el fuego.
        El importante incendio forestal, que se inició la semana pasada por la caída de un rayo, sigue activo y es combatido por bomberos voluntarios en la zona serrana aledaña a la localidad cordobesa de Capilla del Monte, informaron fuentes policiales.",2020-10-18,Continúa la lucha contra el fuego en Capilla del Monte,La Voz,Provincial
"El foco ígneo está ubicado en la zona de Huertas Malas, detrás del cerro Overo y el dique Los Alazanes. Las condiciones climáticas son adversas y el riesgo de incendio continúa siendo muy alto, pese a las lluvias. En Traslasierra, combaten otro foco.",2020-10-18,Incendios: bomberos combaten dos frentes en Capilla del Monte y uno en Traslasierra,La Voz,Provincial
"La Voz y Ayi Vía Pública agradecen a los trabajadores de la salud y a los bomberos por su incansable trabajo en los últimos meses.
                                                                            “Gracias”. Ese es el mensaje que acompaña a la campaña realizada por La Voz y por Ayi Vía Pública para homenajear a los trabajadores de la salud y al personal de bomberos que en los últimos meses trabajaron incansablemente atendiendo la crisis sanitaria y los incendios que arrasaron en las Sierras.",2020-10-18,Un homenaje a los trabajadores que se juegan para salvarnos,La Voz,Provincial
"El foco ígneo está ubicado en la zona de Huertas Malas, detrás del cerro Overo y el dique Los Alazanes. Las condiciones climáticas son adversas y el riesgo de incendio continúa siendo muy alto, pese a las lluvias. En Traslasierra, combaten otro foco.",2020-10-17,Capilla del Monte: bomberos trabajaron toda la noche y anticipan otra jornada complicada,La Voz,Provincial
"El foco ígneo está ubicado en la zona de Huertas Malas, detrás del cerro Overo y el dique Los Alazanes. Las condiciones climáticas son adversas y el riesgo de incendio continúa siendo muy alto, pese a las lluvias.",2020-10-17,Bomberos pasarán la noche combatiendo el incendio en Capilla del Monte,La Voz,Provincial
"Un foco en el sector oeste del cerro Uritorco fue contenido.  
                                                                                                Más de dos centenares de bomberos y cuatro aviones hidrantes combaten este viernes por la mañana un reinicio del incendio en Capilla del Monte y un avance hacia el sector de Ongamira, según informó el director de Defensa Civil, Diego Concha.",2020-10-17,Incendios en Córdoba: sigue activo el foco de Capilla del Monte y el clima no ayuda,La Voz,Provincial
"Ocurrió en el paraje Buen Retiro, en jurisdicción de Villa de las Rosas.
                                                                                                                                Un incendio de particular gravedad fue contenido la tarde del viernes en Traslasierra. Fue hacia las 17 en el paraje denominado Buen Retiro, en jurisdicción de Villa de las Rosas. Se trata de un sector rural bastante poblado, factor que preocupó particularmente.",2020-10-16,Contuvieron un incendio en el Valle de Traslasierra,La Voz,Provincial
"La delegación Córdoba, que reúne a los investigadores de diferentes institutos del organismo científico nacional, emitió un documento sobre la sucesión de fuegos en la provincia. Fue dirigido a los poderes Ejecutivo, Legislativo y Judicial.",2020-10-16,Incendios: el pedido del Conicet a los tres poderes de Córdoba  ,La Voz,Provincial
"El director de Defensa Civil, Diego Concha, precisó que &amp;ldquo;se trabajó toda la noche sobre un sector bastante complicado, de difícil acceso y muy combustible&amp;rdquo; en el valle de Punilla.",2020-10-16,Continúa el combate de un incendio forestal en la zona de Capilla del Monte,Télam,Nacional
"Un foco en el sector oeste del cerro Uritorco fue contenido.  
        Los bomberos siguen trabajando en el incendio de Capilla del Monte y si bien el fuego en la parte oeste del cerro Uritorco fue contenido, aunque persiste un frente de unos 200 metros, según se informó.",2020-10-16,Incendios en Córdoba: sigue activo el foco de Capilla del Monte ,La Voz,Provincial
"El fuego afecta la zona de Los Moros, muy complicada para el trabajo de los servidores públicos. La lluvia había extinguido los incendios, pero no alcanzó.",2020-10-16,Sigue el trabajo de los bomberos para extinguir el foco de incendio en Ongamira,La Voz,Provincial
El Ministerio de Desarrollo Social de la Provincia asegura que ya aprobaron aportes directos a damnificados por 80 millones de pesos y que se siguen relevando daños en los más recientes.,2020-10-16,Estiman unos $ 150 millones en subsidios para familias y productores afectados por los incendios en Córdoba,La Voz,Provincial
"El fuego afecta la zona de Los Moros, muy complicada para el trabajo de los bomberos. La lluvia había extinguido los incendios, pero no alcanzó.",2020-10-15,"Incendios en Córdoba: pese a la lluvia, se reinició el foco en Ongamira",La Voz,Provincial
Los rayos de sol secaron la superficie y el fuego volvió a arrasar la zona. ,2020-10-15,"Córdoba: después de la lluvia, se reactivaron los incendios en Capilla del Monte",Clarín,Nacional
"La senadora cordobesa presentó un proyecto en la Cámara alta.
            La senadora nacional Laura Rodríguez Machado (PRO Córdoba) presentó en la Cámara alta un proyecto para que los bomberos voluntarios de la provincia de Córdoba, que trabajaron para controlar los incendios, reciban el subsidio de 10 mil pesos no remunerativos.",2020-10-15,Rodríguez Machado pidió que los bomberos voluntarios de Córdoba también cobren los $ 10 mil de subsidio,La Voz,Provincial
"La senadora cordobesa presentó un proyecto en la Cámara alta.
        La senadora nacional Laura Rodríguez Machado (PRO Córdoba) presentó en la Cámara alta un proyecto para que los bomberos voluntarios de la provincia de Córdoba, que trabajaron para controlar los incendios, reciban el subsidio de 10 mil pesos no remunerativos.",2020-10-15,Rodríguez Machado pidió que los bomberos voluntarios de Córdoba también cobren los $ 10 mil de subsidio,La Voz,Provincial
"Los rayos de sol desde este mediodía secaron rápidamente la superficie y el fuego volvió a arrasar una zona de pastizales muy altos entre Ongamira y el Cerro Colchiqui. Anoche llovió en Córdoba, y se habían apagado todos los focos de incendios forestales activos.",2020-10-15,Se reinició un incendio en Capilla del Monte que se había extinguido por la lluvia,Télam,Nacional
"¡Agua, por fin! Si bien no hubo grandes precipitaciones, la lluvia volvió a Córdoba. Cómo seguirá el tiempo. Capilla del Monte: controlaron los incendios que se habían originado por caídas de rayos. Ardua tarea de los bomberos.",2020-10-15,Después de 5 meses llovió en Córdoba y se extinguieron todos los incendios,La Voz,Provincial
"¡Agua, por fin! Si bien no hubo grandes precipitaciones, la lluvia volvió a Córdoba. Cómo seguirá el tiempo. Capilla del Monte: controlaron los incendios que se habían originado por caídas de rayos. Ardua tarea de los bomberos.",2020-10-15,Después de 5 meses llovió en Córdoba y se extinguieron todos los incendios de madrugada,La Voz,Provincial
"Bomberos lograron controlar durante la madrugada dos focos de incendio que se originaron en la localidad de Capilla del Monte, a raíz de la caída de rayos.",2020-10-15,Capilla del Monte: controlaron los incendios que se habían originado por caídas de rayos,La Voz,Provincial
"Los focos son en Santa Rosa de Calamuchita y en Capilla del Monte, informaron fuentes provinciales.
                            Dos nuevos incendios forestales se registran este miércoles a la tarde en la zona serrana de la provincia de Córdoba, los cuales se generaron por la caída de cuatro rayos en Santa Rosa de Calamuchita y en Capilla del Monte, informaron fuentes provinciales, en una jornada en la que se esperaban precipitaciones que aliviaran la situación.",2020-10-15,La caída de cuatro rayos generó dos nuevos incendios en las sierras de Córdoba,La Voz,Provincial
La Federación emitió un comunicado donde asegura que esa asignación estímulo anunciada por el Gobierno no los abarca pese a que llevaron adelante la mayoría de las tareas para apagar los incendios en Córdoba.,2020-10-14,Los Bomberos Voluntarios de Córdoba no recibirán el bono de $ 10 mil anunciado por la Nación,La Voz,Provincial
"Los focos son en Santa Rosa de Calamuchita y en Capilla del Monte, informaron fuentes provinciales.
                                                                            Dos nuevos incendios forestales se registran este miércoles a la tarde en la zona serrana de la provincia de Córdoba, los cuales se generaron por la caída de rayos en Santa Rosa de Calamuchita y en Capilla del Monte, informaron fuentes provinciales, en una jornada en la que se esperaban precipitaciones que aliviaran la situación.",2020-10-14,La caída de rayos generó dos nuevos incendios en las sierras de Córdoba,La Voz,Provincial
"El juez federal de la ciudad  de Paraná, Daniel Alonso, informó que además ""está la causa ambiental que es mucho más amplia, civil, y desde el punto de vista económico es bastante más fuerte"".",2020-10-14,Se unificaron 12 causas penales por los incendios en el Delta del río Paraná,Télam,Nacional
"Están ubicados en las localidades de Santa Rosa, Aguaray, San Martín, San Lorenzo, La Viña, La Pedrera y Tartagal. También persisten focos en las provincias de Tucumán, Jujuy y La Rioja",2020-10-14,"Salta es la provincia más afectada por los incendios forestales con siete focos activos""",Télam,Nacional
"Lo informó este miércoles la intendenta de la localidad Nélida Ortiz.
                                                                    Nélida Ortiz, la intendenta de Alpa Corral, una localidad ubicada en el sur provincial, apercibió a un empleado municipal por llevar un camión regador para apagar los incendios forestales sin autorización.",2020-10-14,Incendios en Alpa Corral: un empleado municipal fue apercibido por llevar un camión regador sin autorización,La Voz,Provincial
"Aunque restan algunos puntos calientes, los fuegos están contenidos. Afirman que entre los bomberos reina el optimismo.
                            El secretario de Gestión de Riesgo Climático, Claudio Vignetta, informó en la tarde del martes que ""en estos momentos no hay focos activos en la provincia de Córdoba; todos los incendios están contenidos, aunque aún restan algunos puntos calientes"".",2020-10-14,Incendios en Córdoba: la Provincia anunció que no quedan focos activos,La Voz,Provincial
"Un relevamiento nacional determinó 289 mil hectáreas afectadas por el fuego desde enero al 8 de octubre pasado. Resta sumar los focos que se agregaron en los últimos cinco días. Por lejos, el peor año de las dos últimas décadas.",2020-10-14,"Incendios en Córdoba: van 300 mil hectáreas quemadas, en el peor año de las últimas décadas",La Voz,Provincial
"Las distintas acciones buscan ayudar con los varios enfoques del problema: económico, ambiental y social. Estas son cubiertas por el Fondo Provincial de Asistencia en Situaciones de Desastre.",2020-10-14,La Provincia continúa con la asistencia a zonas afectadas por los incendios,La Voz,Provincial
"Las distintas acciones buscan ayudar con los varios enfoques del problema: económico, ambiental y social. Estas son cubiertas por el Fondo Provincial de Asistencia en Situaciones de Desastre.",2020-10-14,La Provincia continúa con la remediación a las zonas afectadas por los incendios,La Voz,Provincial
"&amp;ldquo;Hoy, más que nunca estoy feliz de informar a todos que en Córdoba no tenemos focos activos de incendios, hay muchos puntos calientes que pueden reiniciarse"", explicó el secretario de Gestión de Riesgo Climático y Catástrofes provincial, Claudio Vignetta.",2020-10-14,"Afirman que no quedan focos de incendio activos en Córdoba, aunque persisten puntos calientes",Télam,Nacional
"El bono será no remunerativo y aplicará para los meses de octubre, noviembre y diciembre. Lo recibirán los brigadistas que presten servicios combatiendo incendios.",2020-10-13,El Gobierno asignó un subsidio de $10 mil para los bomberos,La Voz,Provincial
"El bono será no remunerativo y aplicará para los meses de octubre, noviembre y diciembre. Lo recibirán los brigadistas que presten servicios combatiendo incendios y que dependen del Sistema Nacional de Manejo del Fuego de la Nación.",2020-10-13,El Gobierno asignó un subsidio de $10 mil para los bomberos rentados,La Voz,Provincial
"Con más del 78% de este año ya completado, aún restan cuatro días no laborables en el calendario. 
                                                                                    En un año atípico no sólo en Argentina y en Córdoba sino en todo el mundo producto de la pandemia de coronavirus, la crisis económica y los incesantes incendios, muchos están pensando en el verano y en los feriados que quedan en este último tramo de la temporada.",2020-10-13,Qué feriados quedan en 2020 y cuáles son los primeros de 2021,La Voz,Provincial
"Las llaman ya arrasaron al menos 948 hectáreas del área protegida, por lo que suman brigadistas y dos aviones hidrantes para aplacar los daños en esa región.",2020-10-13,Los incendios forestales ya arrasaron casi mil hectáreas del Parque Nacional Calilegua en Jujuy,Télam,Nacional
"El Servicio Nacional del Manejo del Fuego (SNMF) informó que en Córdoba, Salta, Jujuy, Tucumán, Catamarca, La Rioja y San Luis continúan con ""focos activos"" de incendios mientras que en Buenos Aires se logró &amp;ldquo;controlar el fuego&amp;rdquo; y en Corrientes fue extinguido.",2020-10-13,Hay focos activos de incendios en siete provincias,Télam,Nacional
"Hubo desvíos en la autopista que ya fue reabierta. Continúan activos otros focos en la provincia.
                                                                Los bomberos controlaron este martes al mediodía el incendio en campos aledaños al Espacio de la Memoria de La Perla, al oeste de la Capital cordobesa, y de este modo quedó sin efecto el corte de tránsito dispuesto por la Policía Caminera.",2020-10-13,"Controlaron el incendio en la zona de La Perla, en la autopista a Carlos Paz",La Voz,Provincial
"CÓRDOBA.- Con unas 200.000 hectáreas quemadas en los últimos cuatro meses en Córdoba, distintas instituciones ya proyectan las acciones de reforestación, que comenzarán en unos meses porque primero se deben esperar las primeras lluvias para determinar cómo reaccionan los suelos. La Secretaría de Ambiente de Córdoba trabajará asesorada por la Facultad de Ciencias Agropecuarias de la Universidad Nacional de Córdoba (UNC). Un equipo técnico interdisciplinario resolverá el abordaje integral a los problemas forestales y ambientales que dejaron los incendios.",2020-10-13,Incendios: la técnica japonesa que se usará para la reforestación en Córdoba,La Nación,Nacional
"El monto será ""no remunerativo"", se abonará en forma mensual durante los meses de octubre, noviembre y diciembre, y su pago estará sujeto a la efectiva prestación de servicios, precisó el texto del Boletín Oficial.",2020-10-13,Otorgarán una asignación de $10.000 a los trabajadores que combaten incendios,Télam,Nacional
"Los incendios han profundizado la destrucción del Delta del Paraná. ""No se puede ni respirar"" denuncian los habitantes de Rosario.",2020-09-06,El Delta en llamas,La Capital,Provincial
El Servicio Nacional de Manejo de Fuego detalló este lunes en su reporte que son cuantiosas las pérdidas en la flora y fauna del Delta del Paraná,2020-08-31,"Según la Nación, las quemas en las islas están contenidas pero el daño es de magnitud",La Capital,Provincial
"La semana pasada, los incendios que desde el verano castigan al delta del Paraná se acercaron hacia sus zonas más pobladas",2020-08-31,Video: aún después de la lluvia sigue saliendo humo en isla Deseada,La Capital,Provincial
"En apenas una semana y media, la Policía Comunitaria rescató once nutrias, y al refugio Mundo Aparte ya llegaron tres chajás.",2020-08-31,Cada vez más animales de las islas llegan a Rosario escapando de los incendios,La Capital,Provincial
,2020-08-31,Un mes récord en cantidad de incendios,La Capital,Provincial
"Los manifestantes se concentran en la plaza San Martín, con actividades artísticas, una radio abierta y la lectura de un petitorio. ",2020-09-11,Nuevo reclamo de la Multisectorial por los Humedales para que cesen los incendios en las islas,La Capital,Provincial
Ocurrió desde San Francisco hasta Seattle. Las redes sociales se llenaron de fotos.,2020-09-10,El cielo se volvió naranja en Estados Unidos por los incendios forestales,La Capital,Provincial
"""Los hidrantess muestran grandes deficiencias por falta de inversión y mantenimiento"", dijo el edil Roy López Molina.",2020-09-08,"Alertan por ""grandes deficiencias"" en la red para combatir incendios en Rosario",La Capital,Provincial
"Se detectaron focos en distintos puntos de la franja del río Paraná, que pudieron ser sofocados a tiempo. Desde la provincia aseguran que todos son intencionales.",2020-09-08,Incendios en las islas: se fueron las lluvias y volvieron las quemas,La Capital,Provincial
Ecocidio. La tragedia de los incendios en una región de enorme valor natural debe ser contrarrestada mediante la sanción de una norma jurídica crucial.,2020-09-08,Una ley para conservar nuestros humedales,La Capital,Provincial
"Detectaron máquinas agrícolas preparando la siembra en la zona de Las Lechiguanas, un sector que sufrió incendios hace poco más de un mes",2020-09-17,Grupos ambientalistas denuncian prácticas prohibidas en las islas,La Capital,Provincial
"Las llamas siguen sin control y ya se han perdido 2,4 millones de hectáreas. A la terrible sequía se sumó la quema intencional de pastrizales.",2020-09-14,Brasil: ordenan buscar a autores de incendios en Pantanal,La Capital,Provincial
"Según un relevamiento del organismo oficial, hay grandes focos frente a Puerto Gaboto y San Nicolás",2020-09-14,Desde Defensa Civil denuncian que se registran nuevos incendios en las islas,La Capital,Provincial
"Los estados de Oregon y Washington suman focos, así como California. Hay al menos 33 muertes y varios desaparecidos",2020-09-13,Siguen imparables los incendios en la Costa oeste de EEUU,La Capital,Provincial
Ayer Rosario volvió a cubrirse de olor a humo. La Multisectorial por los Humedales alerta de las consecuencias para la salud de la contaminación del aire.,2020-09-13,"Advierten que la contaminación del aire por los incendios son ""un aporte más al colapso sanitario""",La Capital,Provincial
Las llamas fueron captadas por vecinos que viven cerca de la costa rosarina como si se tratara de una imagen calcada de otras semanas.,2020-09-19,"Pese al corte del puente a Victoria, volvieron los incendios frente a Rosario",La Capital,Provincial
"La provincia trabaja en forma conjunta con una patrulla de Parques Nacionales y la policía de islas de Entre Ríos, disponiendo además de un avión hidrante, un avión vigía y un helicóptero.",2020-09-19,Refuerzan los operativos de control por los incendios en el Delta del Paraná,La Capital,Provincial
"La problemática fue visibilizada por docentes de la Facultad de Veterinarias y de la Escuela Agrotécnica, en Casilda, y que forman parte de un proyecto destinado a cuidar y mejorar la salud de las abejas en Latinoamérica.",2020-09-18,Denuncian cuantiosas pérdidas en el sector apícola por los incendios en las islas del Paraná,La Capital,Provincial
"Los brigadistas combaten focos localizados a la altura de San Nicolás, Arroyo Seco y Puerto Gaboto, del que partiría el humo que llegó a la ciudad por la dirección del viento",2020-09-17,No hay incendios en islas frente a Rosario pero sí en zonas aledañas,La Capital,Provincial
"El fuego y el humo volvieron diariamente desde las últimas lluvias, hace dos semanas. El dato se desprende de un sensor instalado en el centro, que mide el aire a partir de diversas variables.",2020-09-17,Incendios en las islas: la calidad del aire en Rosario es tres veces peor del límite recomendado,La Capital,Provincial
"Mientras se mantienen activos varios focos ígneos en el Delta del Paraná que afectan a Rosario, el Servicio Nacional de Manejo del Fuego informó la magnitud de la problemática en el resto del país",2020-09-22,Son doce las provincias que combaten incendios forestales,La Capital,Provincial
Medio centenar de brigadistas trabajan para extinguir los incendios en la zona de islas del Delta del Paraná. Desde Protección Civil confían en controlar la situación.,2020-09-22,Los incendios en las islas no cesan y el humo vuelve a intoxicar el aire de Rosario,La Capital,Provincial
"Ahora operará desde Puerto Gaboto. ""Desde la base operativa instalada en Alvear teníamos ciertas dificultades por las distancias"", explicó el secretario de Protección Civil",2020-09-21,La provincia fijó un nuevo centro operativo para el control de incendios en las islas,La Capital,Provincial
La mayoría de los países de América del Sur han sido epicentro de devastadores focos durante los últimos meses.,2020-09-21,Argentina sube entre los países más afectados por los incendios,La Capital,Provincial
"""La peculiaridad que detectaron los vecinos es que los focos se inician diariamente en los mismos horarios, advierten ambientalistas",2020-09-21,Incendios en las islas: volvieron el fuego y las denuncias por ecocidio,La Capital,Provincial
"A la de Puerto Gaboto se añade una en Alvear. Con 50 brigadistas, dos aviones hidrantes y dos helicópteros, la puesta en marcha permite duplicar acciones de extinción en el Gran Rosario.",2020-09-23,Provincia y Nación sumaron una base de operaciones para combatir los incendios en las islas,La Capital,Provincial
"La provincia analiza reubicar la flamante base con brigadistas, aviones y helicópteros para atender al área metropolitana de la capital.",2020-09-23,Incendios: trasladarían a Santa Fe el centro operativo de Gaboto,La Capital,Provincial
El diputado nacional Marcos Cleri aseguró que los incendios tienen como objetivo el avance de la frontera agropecuaria. Anticipó que irá a la Justicia de Entre Ríos para que investigue y cite a los propietarios de los terrenos incendiados,2020-09-23,"Cleri: ""Detrás del ecocidio y la salud de los rosarinos está la codicia brutal de unos pocos""",La Capital,Provincial
"Las llamas se acercaron hasta los límites del complejo de cabañas que tiene en Villa Giardino. ""No lo podíamos controlar"", dijo.",2020-09-22,El actor Damián De Santo salió a luchar cara a cara con los incendios forestales,La Capital,Provincial
"""Es injusto que los ciudadanos de la costa del Paraná. Es insólito que la Justicia no puede resolver algo que lo podría hacer en horas"", enfatizó.",2020-09-22,"Cabandié dijo en el Delta del Paraná los incendios los provocan los ""isleños, a instancias de los productores""",La Capital,Provincial
"Este domingo, se unificó el trabajo en territorio para atacar un sector de focos cercano a viviendas.",2020-09-27,Continúa el combate de los incendios en las islas en medio de reclamos a la Justicia,La Capital,Provincial
La Multisectorial por la Ley de Humedales volvió a cortar ambas manos del puente a Victoria en repudio a los incendios e las islas. Reclaman que se apruebe el proyecto en el Congreso.,2020-09-26,"""Queremos que nos dejen de mentir con las quemas"", reclamó la Multisectorial Humedales",La Capital,Provincial
La piedra fue de dimensiones importantes y luego de ella llegó una lluvia necesaria para terminar con los incendios en las islas. Cómo seguirá el clima el fin de semana,2020-09-25,Fotos y video: el granizo tapizó de blanco calles y patios de Rosario,La Capital,Provincial
"La original movida, impulsada por un espacio de entrenamiento vocal para cantantes, se volvió viral y logró incluso respuesta de parte del intendente rosarino",2020-09-25,"Una nena cantó en redes ""La Isla Bonita"" para pedir que frenen los incendios y Javkin le contestó",La Capital,Provincial
Las condiciones climáticas siguen siendo preocupantes y los incendios se extienden. El escenario podría cambiar mañana con lluvias,2020-09-24,Delta del Paraná: el humo altera cada vez más a los rosarinos,La Capital,Provincial
"El gobierno de la provincia admite el agravamiento de la situación. ""Trabajamos con más de 300 efectivos en todos los sectores afectados"", precisó",2020-10-01,Córdoba: piden declarar alerta amarilla ante los incendios descontrolados en la provincia,La Capital,Provincial
"Tanto el intendente como el gobernador hicieron hincapié en ambos temas, durante la visita de Alberto Fernández a Rosario. El presidente anunció una partida de 3 mil millones de pesos para destinar a la seguridad.",2020-09-30,La inseguridad y los incendios dejaron en segundo plano al plan Detectar,La Capital,Provincial
"El presidente se comprometió a trabajar ""coco a codo"" para que esas quemas en las islas ""no se repitan nunca más"".",2020-09-29,"Fernández: ""Hay que ser inflexibles con quienes provocan los incendios""",La Capital,Provincial
"El juez federal N°2 de Paraná, Daniel Alonso, quien interviene en la causa por los incendios, brindó precisiones sobre lo actuado",2020-09-29,"Fuego en las islas: ""No podemos salir a detener gente simplemente por ser titular de un terreno""",La Capital,Provincial
"El director de Protección Civil de la provincia, Roberto Rioja, dijo que la lluvia no fue suficiente para apagar los incendios.",2020-09-28,"El drama de los incendios en las islas: ""Hay brigadistas que pasan noches sin dormir""",La Capital,Provincial
"El decreto del gobierno nacional indica que el beneficio será por octubre, noviembre y diciembre.",2020-10-13, Otorgan un bono de 10.000 pesos al personal que preste servicios en el combate de incendios,La Capital,Provincial
"Desde la reserva Mundo Aparte, un ambientalista sostuvo que hay zonas que parecen ""cementerios de serpientes carbonizadas"".",2020-10-10," Revelan que los incendios causaron ""mortandad casi total"" de especies de los humedales",La Capital,Provincial
Se trataba de una prueba lumínica para la realización de un videoclip que hablará sobre los incendios que se registran desde principios de año.,2020-10-08,Qué eran las misteriosas luces que los rosarinos vieron sobre las islas el miércoles a la noche,La Capital,Provincial
El ministro de Ambiente de la Nación insistió con la intencionalidad económica como explicación de las quemas,2020-10-05,"Ya sin fuego en el Delta, vuelven a reclamar que la Justicia investigue las quemas",La Capital,Provincial
"Autorizó a recabar información de la Dirección General de Catastro de Entre Ríos, de la Municipalidad de Victoria y de la de Granadero Baigorria.",2020-10-01,Una jueza de Rosario ordenó medidas de prueba ante los incendios en las islas,La Capital,Provincial
"Córdoba, Salta, Tucumán, Jujuy, Catamarca, La Rioja, San Luis, Mendoza, Neuquén, Santa Fe y Mendoza tienen incendios",2020-10-18,Ocho provincias siguen con focos de incendios forestales activos,La Capital,Provincial
El juez que interviene en la causa pidió asistencia al municipio de Victoria para trasladar las máquinas hasta el destacamento que Gendarmería posee en la cabecera del Puente Rosario-Victoria,2020-10-15,La maquinaria pesada secuestrada en la zona del delta aún permanece en la isla,La Capital,Provincial
"Defensa Civil de la provincia consignó que las precipitaciones en los valles de Punilla, Calamuchita y en Traslasierras.",2020-10-15,"Tras cinco meses de sequía, llovió en Córdoba y se apagaron los incendios",La Capital,Provincial
"El subscretario de Gestión del Riesgo y Protección Civil de la Nación, dijo que hubo muchos episodios en la provincia que ""no tenían explicación"".",2020-10-14,Incendios rurales: Nación quiere que se investigue si hubo intencionalidad política,La Capital,Provincial
Emma es alumna de segundo grado de la escuela Gurruchaga y participó de un certamen organizado por el Inta para conmemorar el Día del Ambiente,2020-10-13,"Tiene 7 años, convirtió las quemas en las islas en un cuento y ganó un premio",La Capital,Provincial
"El intendente rosarino reclamó que la Justicia de Entre Ríos ""actúe con más firmeza"". Remarcó: ""No podemos depender de la naturaleza"".",2020-10-20,"Javkin: ""Sospechamos que ha habido fuego encendido con bengalas desde avionetas""",La Capital,Provincial
"""Está fuera de control"", alertaron desde las organizaciones ambientalistas.",2020-10-19,Los incendios en las islas no paran y todos apuestan a la llegada de la lluvia,La Capital,Provincial
"Grupos ambientalistas marcharon a los tribunales de Rosario para denunciar nuevos incendios en el Delta del Paraná y reclamar la intervención del Estado para frenar el ""ecocidio""",2020-10-19,Ecologistas se movilizaron en Rosario y denunciaron nuevas quemas en islas del Paraná,La Capital,Provincial
El Informe Nacional de Peligro del Incendios de Vegetación revela que se espera un trimestre final del año muy complicado en la zona de humedales.,2020-10-19,Entre Ríos notificó solo dos incendios en su territorio durante septiembre,La Capital,Provincial
Este año el coronavirus es el tema central en muchas imágenes,2020-12-16,Las mejores fotos del 2020 de la agencia periodística AFP,La Capital,Provincial
